     Depth,  GAM(NAT),   RES(16),   RES(64),   NEUTRON,Outcome
304.5,11.3988,104.078,226.042,979.769,Fresh_Water
304.8,52.9939,104.366,226.435,972.82,Fresh_Water
305,42.5951,104.331,225.738,986.718,Fresh_Water
305.3,32.1963,104.492,225.403,1077.05,Fresh_Water
305.5,1,104.527,225.68,1028.41,Fresh_Water
305.8,21.7975,104.262,226.019,1000.62,Fresh_Water
306,37.3957,104.136,226.381,1070.1,Fresh_Water
306.3,21.7975,104.182,230.476,1042.31,Fresh_Water
306.5,52.9939,103.836,228.582,896.385,Fresh_Water
306.8,11.3988,104.596,224.009,1056.21,Fresh_Water
307,21.7975,105.712,220.468,910.282,Fresh_Water
307.3,11.3988,104.964,221.869,1014.51,Fresh_Water
307.5,42.5951,104.55,222.273,965.872,Fresh_Water
307.8,21.7975,105.54,222.258,979.769,Fresh_Water
308,42.5951,105.943,225.045,938.077,Fresh_Water
308.3,32.1963,104.872,226.873,903.333,Fresh_Water
308.5,32.1963,104.492,225.626,979.769,Fresh_Water
308.8,52.9939,104.907,224.556,854.692,Fresh_Water
309,42.5951,105.045,225.757,931.128,Fresh_Water
309.3,21.7975,104.584,226.835,993.667,Fresh_Water
309.5,63.3926,104.009,229.429,875.538,Fresh_Water
309.8,21.7975,103.963,229.283,799.103,Fresh_Water
310,21.7975,104.043,226.458,965.872,Fresh_Water
310.3,21.7975,104.458,225.026,826.897,Fresh_Water
310.5,42.5951,104.573,226.111,1028.41,Fresh_Water
310.8,1,104.677,227.666,1077.05,Fresh_Water
311,32.1963,105.321,226.473,986.718,Fresh_Water
311.3,32.1963,106.127,226.796,924.18,Fresh_Water
311.5,1,106.184,229.398,1077.05,Fresh_Water
311.8,11.3988,106.035,226.111,1004.09,Fresh_Water
312,1,106.956,223.34,1042.31,Fresh_Water
312.3,52.9939,107.416,221.169,938.077,Fresh_Water
312.5,42.5951,105.77,220.745,1063.15,Fresh_Water
312.8,32.1963,104.573,221.977,896.385,Fresh_Water
313,32.1963,104.251,224.171,972.82,Fresh_Water
313.3,42.5951,103.652,225.257,917.231,Fresh_Water
313.5,11.3988,103.433,226.073,833.846,Fresh_Water
313.8,52.9939,103.704,226.535,868.59,Fresh_Water
314,32.1963,103.479,226.619,979.769,Fresh_Water
314.3,21.7975,103.307,227.374,1021.46,Fresh_Water
314.5,11.3988,103.226,226.642,1125.69,Fresh_Water
314.8,11.3988,103.123,224.849,1042.31,Fresh_Water
315,32.1963,103.353,224.294,896.385,Fresh_Water
315.3,52.9939,103.318,223.678,958.923,Fresh_Water
315.5,21.7975,103.065,223.401,910.282,Fresh_Water
315.8,11.3988,103.18,224.679,931.128,Fresh_Water
316,11.3988,102.927,226.819,813,Fresh_Water
316.3,37.3957,102.973,228.205,778.256,Fresh_Water
316.5,21.7975,103.019,226.85,993.667,Fresh_Water
316.8,21.7975,103.479,224.995,931.128,Fresh_Water
317,11.3988,104.032,222.878,1021.46,Fresh_Water
317.3,26.9969,103.859,224.887,1028.41,Fresh_Water
317.5,52.9939,103.399,227.02,931.128,Fresh_Water
317.8,84.1902,103.422,227.505,910.282,Fresh_Water
318,84.1902,104.101,226.465,986.718,Fresh_Water
318.3,52.9939,104.366,224.61,979.769,Fresh_Water
318.5,32.1963,104.09,223.648,965.872,Fresh_Water
318.8,1,103.951,224.394,1160.44,Fresh_Water
319,42.5951,103.123,226.535,945.026,Fresh_Water
319.3,63.3926,103.146,228.852,979.769,Fresh_Water
319.5,188.178,103.456,227.697,764.359,Fresh_Water
319.8,63.3926,103.905,223.424,854.692,Fresh_Water
320,52.9939,104.884,221.507,965.872,Fresh_Water
320.3,42.5951,104.239,222.219,938.077,Fresh_Water
320.5,63.3926,103.652,224.464,1021.46,Fresh_Water
320.8,11.3988,103.514,224.025,924.18,Fresh_Water
321,1,104.043,224.964,1104.85,Fresh_Water
321.3,21.7975,104.389,225.703,889.436,Fresh_Water
321.5,42.5951,104.331,224.979,1042.31,Fresh_Water
321.8,42.5951,104.458,224.979,1063.15,Fresh_Water
322,32.1963,104.124,224.81,931.128,Fresh_Water
322.3,11.3988,103.456,223.078,875.538,Fresh_Water
322.5,21.7975,103.203,222.612,986.718,Fresh_Water
322.8,21.7975,102.95,223.979,931.128,Fresh_Water
323,21.7975,102.616,226.819,882.487,Fresh_Water
323.3,32.1963,102.513,231.077,903.333,Fresh_Water
323.5,42.5951,102.927,230.022,965.872,Fresh_Water
323.8,21.7975,103.986,223.44,840.795,Fresh_Water
324,94.589,105.931,220.168,722.667,Fresh_Water
324.3,115.387,105.137,218.274,882.487,Fresh_Water
324.5,63.3926,104.803,219.39,917.231,Fresh_Water
324.8,42.5951,105.471,222.793,979.769,Fresh_Water
325,32.1963,105.102,225.164,924.18,Fresh_Water
325.3,21.7975,104.527,226.388,896.385,Fresh_Water
325.5,11.3988,104.423,227.789,896.385,Fresh_Water
325.8,21.7975,103.502,226.635,875.538,Fresh_Water
326,11.3988,104.216,228.221,882.487,Fresh_Water
326.3,42.5951,104.412,229.422,861.641,Fresh_Water
326.5,32.1963,104.216,226.296,861.641,Fresh_Water
326.8,21.7975,105.402,225.311,844.269,Fresh_Water
327,84.1902,105.436,226.034,785.205,Fresh_Water
327.3,73.7914,105.557,228.405,868.59,Fresh_Water
327.5,84.1902,106.53,226.766,840.795,Fresh_Water
327.8,11.3988,107.531,224.41,854.692,Fresh_Water
328,21.7975,108.601,225.488,965.872,Fresh_Water
328.3,32.1963,107.307,226.365,1049.26,Fresh_Water
328.5,73.7914,105.171,226.134,924.18,Fresh_Water
328.8,32.1963,104.797,227.343,764.359,Fresh_Water
329,52.9939,103.813,226.742,938.077,Fresh_Water
329.3,42.5951,103.629,226.003,1049.26,Fresh_Water
329.5,21.7975,103.963,226.573,965.872,Fresh_Water
329.8,21.7975,103.324,225.688,986.718,Fresh_Water
330,1,103.405,222.654,896.385,Fresh_Water
330.3,11.3988,103.825,220.984,840.795,Fresh_Water
330.5,32.1963,103.79,223.009,965.872,Fresh_Water
330.8,84.1902,103.572,223.848,1014.51,Fresh_Water
331,73.7914,103.502,223.147,951.974,Fresh_Water
331.3,136.184,103.629,224.433,847.744,Fresh_Water
331.5,73.7914,103.088,227.05,896.385,Fresh_Water
331.8,73.7914,103.008,226.196,861.641,Fresh_Water
332,1,104.066,223.501,819.949,Fresh_Water
332.3,21.7975,104.55,225.665,819.949,Fresh_Water
332.5,21.7975,103.491,224.887,938.077,Fresh_Water
332.8,42.5951,103.629,223.463,806.051,Fresh_Water
333,32.1963,103.928,222.647,917.231,Fresh_Water
333.3,21.7975,102.881,224.625,1077.05,Fresh_Water
333.5,21.7975,102.236,226.265,924.18,Fresh_Water
333.8,11.3988,102.156,224.887,882.487,Fresh_Water
334,26.9969,103.618,223.909,938.077,Fresh_Water
334.3,42.5951,103.641,221.207,979.769,Fresh_Water
334.5,32.1963,103.572,220.88,945.026,Fresh_Water
334.8,11.3988,103.56,221.507,986.718,Fresh_Water
335,11.3988,102.697,224.749,1077.05,Fresh_Water
335.3,42.5951,102.57,226.026,965.872,Fresh_Water
335.5,42.5951,103.537,226.65,819.949,Fresh_Water
335.8,21.7975,104.17,225.287,868.59,Fresh_Water
336,11.3988,104.193,224.779,1028.41,Fresh_Water
336.3,1,104.469,224.818,945.026,Fresh_Water
336.5,11.3988,104.101,226.45,1049.26,Fresh_Water
336.8,32.1963,104.251,226.554,889.436,Fresh_Water
337,1,105.229,226.581,840.795,Fresh_Water
337.3,52.9939,105.264,227.72,1021.46,Fresh_Water
337.5,42.5951,104.918,227.443,903.333,Fresh_Water
337.8,52.9939,104.953,226.681,840.795,Fresh_Water
338,73.7914,105.125,226.843,1104.85,Fresh_Water
338.3,32.1963,104.423,227.559,938.077,Fresh_Water
338.5,1,104.228,227.297,910.282,Fresh_Water
338.8,11.3988,104.653,226.265,1000.62,Fresh_Water
339,11.3988,105.356,224.941,958.923,Fresh_Water
339.3,11.3988,105.459,223.701,1049.26,Fresh_Water
339.5,1,105.16,222.801,875.538,Fresh_Water
339.8,32.1963,104.941,223.34,882.487,Fresh_Water
340,11.3988,104.918,225.149,910.282,Fresh_Water
340.3,21.7975,104.78,228.336,840.795,Fresh_Water
340.5,32.1963,104.653,225.703,1070.1,Fresh_Water
340.8,42.5951,105.321,223.216,938.077,Fresh_Water
341,32.1963,105.805,222.393,917.231,Fresh_Water
341.3,32.1963,105.39,222.431,1042.31,Fresh_Water
341.5,94.589,105.333,223.94,861.641,Fresh_Water
341.8,52.9939,105.183,223.732,993.667,Fresh_Water
342,21.7975,104.642,223.886,1028.41,Fresh_Water
342.3,32.1963,104.136,224.648,1028.41,Fresh_Water
342.5,32.1963,103.514,223.317,757.41,Fresh_Water
342.8,32.1963,103.479,222.639,958.923,Fresh_Water
343,32.1963,103.387,223.617,854.692,Fresh_Water
343.3,42.5951,103.215,225.549,1000.62,Fresh_Water
343.5,42.5951,103.203,227.882,1056.21,Fresh_Water
343.8,42.5951,103.479,226.05,875.538,Fresh_Water
344,1,103.997,225.334,806.051,Fresh_Water
344.3,21.7975,104.4,228.044,819.949,Fresh_Water
344.5,32.1963,103.284,226.781,875.538,Fresh_Water
344.8,52.9939,104.55,228.028,840.795,Fresh_Water
345,1,104.976,228.621,826.897,Fresh_Water
345.3,32.1963,105.816,227.628,892.91,Fresh_Water
345.5,21.7975,106.345,225.503,976.295,Fresh_Water
345.8,21.7975,106.587,225.318,1077.05,Fresh_Water
346,21.7975,105.701,227.212,1132.64,Fresh_Water
346.3,11.3988,105.448,229.129,1056.21,Fresh_Water
346.5,11.3988,105.712,229.044,1028.41,Fresh_Water
346.8,63.3926,106.472,226.943,1094.42,Fresh_Water
347,21.7975,106.668,225.218,1011.04,Fresh_Water
347.3,11.3988,106.564,225.395,1153.49,Fresh_Water
347.5,11.3988,106.092,226.296,1153.49,Fresh_Water
347.8,42.5951,105.92,228.151,1059.68,Fresh_Water
348,32.1963,105.758,229.345,931.128,Fresh_Water
348.3,11.3988,105.666,229.391,931.128,Fresh_Water
348.5,21.7975,105.655,227.813,847.744,Fresh_Water
348.8,11.3988,105.574,227.297,958.923,Fresh_Water
349,11.3988,104.999,223.601,1042.31,Fresh_Water
349.3,1,104.884,222.708,979.769,Fresh_Water
349.5,32.1963,104.734,223.463,990.192,Fresh_Water
349.8,32.1963,104.567,224.133,840.795,Fresh_Water
350,1,104.653,225.526,931.128,Fresh_Water
350.3,11.3988,104.377,226.527,750.462,Fresh_Water
350.5,32.1963,104.02,228.144,889.436,Fresh_Water
350.8,63.3926,104.147,227.043,1014.51,Fresh_Water
351,32.1963,104.93,223.132,785.205,Fresh_Water
351.3,42.5951,105.413,222.5,951.974,Fresh_Water
351.5,94.589,105.137,221.969,993.667,Fresh_Water
351.8,21.7975,104.849,222.3,972.82,Fresh_Water
352,42.5951,104.458,223.309,1090.95,Fresh_Water
352.3,42.5951,103.681,224.34,889.436,Fresh_Water
352.5,32.1963,102.754,226.257,1028.41,Fresh_Water
352.8,26.9969,102.351,230.138,847.744,Fresh_Water
353,32.1963,102.156,230.23,799.103,Fresh_Water
353.3,47.7945,102.858,227.836,924.18,Fresh_Water
353.5,63.3926,104.055,225.234,910.282,Fresh_Water
353.8,32.1963,104.222,222.654,910.282,Fresh_Water
354,21.7975,104.492,222.547,771.308,Fresh_Water
354.3,26.9969,104.78,226.265,868.59,Fresh_Water
354.5,42.5951,104.872,226.627,979.769,Fresh_Water
354.8,42.5951,105.252,224.163,875.538,Fresh_Water
355,42.5951,105.494,223.848,958.923,Fresh_Water
355.3,32.1963,104.746,225.757,965.872,Fresh_Water
355.5,52.9939,103.836,227.266,889.436,Fresh_Water
355.8,52.9939,103.951,230.215,854.692,Fresh_Water
356,1,104.412,235.35,882.487,Fresh_Water
356.3,52.9939,105.068,232.763,826.897,Fresh_Water
356.5,32.1963,106.817,227.535,986.718,Fresh_Water
356.8,32.1963,108.498,225.68,986.718,Fresh_Water
357,42.5951,108.095,222.185,875.538,Fresh_Water
357.3,52.9939,108.636,222.778,889.436,Fresh_Water
357.5,32.1963,109.488,226.08,1090.95,Fresh_Water
357.8,32.1963,109.039,227.659,965.872,Fresh_Water
358,32.1963,108.717,228.205,965.872,Fresh_Water
358.3,52.9939,108.429,229.067,1028.41,Fresh_Water
358.5,42.5951,106.956,229.191,896.385,Fresh_Water
358.8,11.3988,106.196,228.829,1056.21,Fresh_Water
359,1,105.954,226.866,1042.31,Fresh_Water
359.3,52.9939,106.104,226.573,785.205,Fresh_Water
359.5,32.1963,106,226.588,986.718,Fresh_Water
359.8,21.7975,106.438,224.625,951.974,Fresh_Water
360,11.3988,106.944,223.871,1056.21,Fresh_Water
360.3,21.7975,107.128,224.849,938.077,Fresh_Water
360.5,1,106.898,225.857,945.026,Fresh_Water
360.8,52.9939,106.484,226.596,1097.9,Fresh_Water
361,21.7975,105.528,227.543,945.026,Fresh_Water
361.3,63.3926,104.584,228.783,889.436,Fresh_Water
361.5,1,103.905,228.421,875.538,Fresh_Water
361.8,11.3988,104.228,227.074,1070.1,Fresh_Water
362,1,104.734,227.204,903.333,Fresh_Water
362.3,21.7975,104.941,227.701,1028.41,Fresh_Water
362.5,11.3988,105.563,227.408,958.923,Fresh_Water
362.8,52.9939,106.38,226.411,771.308,Fresh_Water
363,104.988,107.048,224.926,680.974,Fresh_Water
363.3,63.3926,107.301,223.186,889.436,Fresh_Water
363.5,84.1902,107.623,223.039,854.692,Fresh_Water
363.8,32.1963,107.681,225.326,1021.46,Fresh_Water
364,42.5951,107.761,227.882,1000.62,Fresh_Water
364.3,21.7975,108.463,229.183,910.282,Fresh_Water
364.5,32.1963,109.188,230.091,1028.41,Fresh_Water
364.8,21.7975,109.269,230.422,1125.69,Fresh_Water
365,52.9939,108.912,230.365,785.205,Fresh_Water
365.3,42.5951,108.705,229.16,875.538,Fresh_Water
365.5,73.7914,108.578,229.529,861.641,Fresh_Water
365.8,11.3988,108.509,230.23,931.128,Fresh_Water
366,1,108.636,229.783,910.282,Fresh_Water
366.3,32.1963,108.866,231.708,882.487,Fresh_Water
366.5,42.5951,108.636,232.601,1049.26,Fresh_Water
366.8,42.5951,108.624,228.729,958.923,Fresh_Water
367,11.3988,109.591,227.482,1070.1,Fresh_Water
367.3,11.3988,109.476,228.752,1084,Fresh_Water
367.5,32.1963,107.554,229.66,1021.46,Fresh_Water
367.8,11.3988,106.84,229.953,889.436,Fresh_Water
368,1,106.046,228.228,986.718,Fresh_Water
368.3,52.9939,105.494,226.504,972.82,Fresh_Water
368.5,1,105.091,227.728,1070.1,Fresh_Water
368.8,32.1963,104.412,228.482,1063.15,Fresh_Water
369,32.1963,103.905,228.359,993.667,Fresh_Water
369.3,11.3988,103.917,229.475,938.077,Fresh_Water
369.5,32.1963,103.583,227.712,1077.05,Fresh_Water
369.8,21.7975,103.468,226.496,1070.1,Fresh_Water
370,1,104.297,227.358,931.128,Fresh_Water
370.3,52.9939,103.94,226.103,1035.36,Fresh_Water
370.5,1,104.389,226.08,931.128,Fresh_Water
370.8,21.7975,104.504,228.298,1056.21,Fresh_Water
371,32.1963,103.917,226.242,927.654,Fresh_Water
371.3,32.1963,104.389,225.534,1021.46,Fresh_Water
371.5,21.7975,104.389,224.348,951.974,Fresh_Water
371.8,42.5951,104.147,225.187,875.538,Fresh_Water
372,94.589,103.376,225.287,931.128,Fresh_Water
372.3,21.7975,103.065,225.534,861.641,Fresh_Water
372.5,21.7975,103.042,227.566,951.974,Fresh_Water
372.8,32.1963,103.065,230.13,958.923,Fresh_Water
373,21.7975,103.433,228.79,965.872,Fresh_Water
373.3,32.1963,104.987,226.65,826.897,Fresh_Water
373.5,32.1963,106.599,226.835,927.654,Fresh_Water
373.8,63.3926,106.691,224.502,1007.56,Fresh_Water
374,73.7914,107.105,224.179,951.974,Fresh_Water
374.3,63.3926,107.801,227.512,799.103,Fresh_Water
374.5,42.5951,107.243,229.968,945.026,Fresh_Water
374.8,32.1963,107.312,232.809,979.769,Fresh_Water
375,52.9939,107.105,231.077,986.718,Fresh_Water
375.3,21.7975,107.071,228.328,910.282,Fresh_Water
375.5,73.7914,107.14,227.243,945.026,Fresh_Water
375.8,21.7975,107.387,225.896,945.026,Fresh_Water
376,11.3988,108.475,222.439,1035.36,Fresh_Water
376.3,1,109.879,223.909,1084,Fresh_Water
376.5,11.3988,109.315,227.62,875.538,Fresh_Water
376.8,42.5951,107.704,229.245,972.82,Fresh_Water
377,11.3988,106.921,226.519,1035.36,Fresh_Water
377.3,32.1963,106.944,225.149,979.769,Fresh_Water
377.5,11.3988,106.196,226.003,993.667,Fresh_Water
377.8,52.9939,103.963,227.112,1000.62,Fresh_Water
378,32.1963,103.94,226.912,951.974,Fresh_Water
378.3,21.7975,103.635,225.241,924.18,Fresh_Water
378.5,42.5951,103.675,222.808,1021.46,Fresh_Water
378.8,32.1963,103.589,223.101,1000.62,Fresh_Water
379,21.7975,103.422,223.655,785.205,Fresh_Water
379.3,42.5951,103.019,223.925,910.282,Fresh_Water
379.5,1,103.002,223.232,924.18,Fresh_Water
379.8,21.7975,102.72,223.471,854.692,Fresh_Water
380,21.7975,102.305,223.563,945.026,Fresh_Water
380.3,21.7975,101.926,223.286,1007.56,Fresh_Water
380.5,21.7975,101.753,224.918,1021.46,Fresh_Water
380.8,21.7975,101.316,224.879,910.282,Fresh_Water
381,11.3988,100.878,225.98,979.769,Fresh_Water
381.3,52.9939,101.5,229.006,806.051,Fresh_Water
381.5,1,102.351,229.753,903.333,Fresh_Water
381.8,42.5951,102.628,225.287,875.538,Fresh_Water
382,21.7975,104.803,219.821,896.385,Fresh_Water
382.3,32.1963,105.298,216.75,931.128,Fresh_Water
382.5,21.7975,105.54,222.069,882.487,Fresh_Water
382.8,52.9939,104.596,223.093,1000.62,Fresh_Water
383,73.7914,104.711,225.203,945.026,Fresh_Water
383.3,32.1963,104.884,224.086,806.051,Fresh_Water
383.5,32.1963,103.894,225.726,875.538,Fresh_Water
383.8,52.9939,103.169,227.582,833.846,Fresh_Water
384,11.3988,102.8,229.014,896.385,Fresh_Water
384.3,21.7975,103.042,229.822,861.641,Fresh_Water
384.5,52.9939,103.721,227.281,778.256,Fresh_Water
384.8,21.7975,104.147,225.403,792.154,Fresh_Water
385,73.7914,105.287,226.535,854.692,Fresh_Water
385.3,52.9939,105.344,228.475,722.667,Fresh_Water
385.5,52.9939,105.862,222.254,972.82,Fresh_Water
385.8,32.1963,106.875,221.284,799.103,Fresh_Water
386,32.1963,108.026,222.347,639.282,Fresh_Water
386.3,32.1963,105.402,221.315,792.154,Fresh_Water
386.5,21.7975,104.343,223.347,667.077,Fresh_Water
386.8,26.9969,102.363,225.626,868.59,Fresh_Water
387,16.5982,101.615,226.119,840.795,Fresh_Water
387.3,42.5951,102.006,224.772,736.564,Fresh_Water
387.5,32.1963,102.812,224.21,785.205,Fresh_Water
387.8,21.7975,102.421,223.34,938.077,Fresh_Water
388,11.3988,102.133,223.671,889.436,Fresh_Water
388.3,42.5951,101.914,225.834,993.667,Fresh_Water
388.5,42.5951,101.822,228.975,1035.36,Fresh_Water
388.8,52.9939,101.914,234.079,680.974,Fresh_Water
389,21.7975,102.858,236.72,889.436,Fresh_Water
389.3,6.19939,103.997,229.252,792.154,Fresh_Water
389.5,21.7975,107.117,225.534,938.077,Fresh_Water
389.8,21.7975,107.209,220.791,847.744,Fresh_Water
390,21.7975,106,219.775,958.923,Fresh_Water
390.3,32.1963,106.322,222.354,979.769,Fresh_Water
390.5,42.5951,105.298,222.893,847.744,Fresh_Water
390.8,11.3988,104.573,224.263,1146.54,Fresh_Water
391,11.3988,104.101,226.858,875.538,Fresh_Water
391.3,21.7975,103.238,230.076,875.538,Fresh_Water
391.5,21.7975,102.766,228.983,792.154,Fresh_Water
391.8,21.7975,103.756,227.328,945.026,Fresh_Water
392,21.7975,104.63,228.351,799.103,Fresh_Water
392.3,32.1963,105.206,225.48,931.128,Fresh_Water
392.5,42.5951,106.368,223.979,903.333,Fresh_Water
392.8,42.5951,106.449,224.972,965.872,Fresh_Water
393,63.3926,105.494,226.435,958.923,Fresh_Water
393.3,21.7975,105.252,225.819,1035.36,Fresh_Water
393.5,52.9939,105.897,226.204,785.205,Fresh_Water
393.8,52.9939,106.449,224.452,813,Fresh_Water
394,32.1963,107.554,222.412,861.641,Fresh_Water
394.3,11.3988,108.083,222.3,813,Fresh_Water
394.5,32.1963,105.31,223.201,819.949,Fresh_Water
394.8,11.3988,103.341,223.594,938.077,Fresh_Water
395,42.5951,102.236,224.525,785.205,Fresh_Water
395.3,52.9939,101.972,225.934,868.59,Fresh_Water
395.5,11.3988,101.523,227.566,924.18,Fresh_Water
395.8,1,101.557,229.383,931.128,Fresh_Water
396,21.7975,102.018,229.783,903.333,Fresh_Water
396.3,21.7975,102.467,232.678,972.82,Fresh_Water
396.5,21.7975,102.823,228.505,1132.64,Fresh_Water
396.8,32.1963,104.538,224.279,979.769,Fresh_Water
397,11.3988,105.459,222.978,882.487,Fresh_Water
397.3,52.9939,104.561,222.412,917.231,Fresh_Water
397.5,42.5951,103.767,224.456,1021.46,Fresh_Water
397.8,21.7975,102.869,225.988,910.282,Fresh_Water
398,32.1963,102.225,226.869,896.385,Fresh_Water
398.3,11.3988,102.49,226.827,910.282,Fresh_Water
398.5,1,102.616,225.295,722.667,Fresh_Water
398.8,1,103.077,223.667,910.282,Fresh_Water
399,42.5951,103.203,224.129,792.154,Fresh_Water
399.3,32.1963,103.249,224.448,826.897,Fresh_Water
399.5,21.7975,103.675,224.441,826.897,Fresh_Water
399.8,32.1963,103.974,225.719,889.436,Fresh_Water
400,11.3988,102.881,225.072,945.026,Fresh_Water
400.3,11.3988,102.973,225.599,938.077,Fresh_Water
400.5,42.5951,102.305,227.828,1084,Fresh_Water
400.8,11.3988,102.467,226.75,951.974,Fresh_Water
401,1,102.938,224.718,1111.79,Fresh_Water
401.3,42.5951,103.226,226.15,882.487,Fresh_Water
401.5,1,103.134,229.491,1021.46,Fresh_Water
401.8,63.3926,103.537,233.128,903.333,Fresh_Water
402,32.1963,104.527,227.366,965.872,Fresh_Water
402.3,11.3988,106.058,223.902,826.897,Fresh_Water
402.5,32.1963,106.817,225.037,972.82,Fresh_Water
402.8,42.5951,105.102,223.863,861.641,Fresh_Water
403,73.7914,105.287,223.478,799.103,Fresh_Water
403.3,42.5951,105.954,224.163,889.436,Fresh_Water
403.5,63.3926,105.735,224.96,889.436,Fresh_Water
403.8,52.9939,106.507,226.858,896.385,Fresh_Water
404,1,106.322,229.891,1000.62,Fresh_Water
404.3,42.5951,105.62,228.421,1028.41,Fresh_Water
404.5,1,106.058,226.581,993.667,Fresh_Water
404.8,11.3988,105.989,227.689,1000.62,Fresh_Water
405,26.9969,105.333,229.144,1049.26,Fresh_Water
405.3,21.7975,105.148,228.151,847.744,Fresh_Water
405.5,21.7975,105.379,226.358,986.718,Fresh_Water
405.8,1,105.206,227.866,993.667,Fresh_Water
406,21.7975,104.285,229.037,1104.85,Fresh_Water
406.3,32.1963,103.951,228.621,986.718,Fresh_Water
406.5,21.7975,104.101,229.352,861.641,Fresh_Water
406.8,11.3988,103.664,231.916,889.436,Fresh_Water
407,1,103.387,237.043,1070.1,Fresh_Water
407.3,32.1963,103.917,233.864,1014.51,Fresh_Water
407.5,11.3988,105.459,226.404,875.538,Fresh_Water
407.8,73.7914,107.243,230.854,1028.41,Fresh_Water
408,37.3957,106.012,225.18,1118.74,Fresh_Water
408.3,42.5951,107.945,220.406,986.718,Fresh_Water
408.5,52.9939,109.545,221.13,840.795,Fresh_Water
408.8,32.1963,107.566,222.835,819.949,Fresh_Water
409,63.3926,105.252,225.349,979.769,Fresh_Water
409.3,32.1963,105.125,225.68,889.436,Fresh_Water
409.5,84.1902,104.607,224.664,917.231,Fresh_Water
409.8,63.3926,104.826,226.5,910.282,Fresh_Water
410,42.5951,104.596,228.598,847.744,Fresh_Water
410.3,32.1963,104.159,228.475,840.795,Fresh_Water
410.5,11.3988,104.941,228.913,743.513,Fresh_Water
410.8,11.3988,104.907,231.115,868.59,Fresh_Water
411,42.5951,104.941,231.061,917.231,Fresh_Water
411.3,32.1963,106.173,227.712,993.667,Fresh_Water
411.5,42.5951,107.52,225.133,792.154,Fresh_Water
411.8,11.3988,107.52,225.341,889.436,Fresh_Water
412,63.3926,107.393,226.026,938.077,Fresh_Water
412.3,32.1963,107.416,226.026,938.077,Fresh_Water
412.5,32.1963,107.013,224.325,819.949,Fresh_Water
412.8,11.3988,106.674,224.872,1077.05,Fresh_Water
413,1,105.897,226.535,896.385,Fresh_Water
413.3,73.7914,104.976,227.166,924.18,Fresh_Water
413.5,42.5951,105.102,227.974,965.872,Fresh_Water
413.8,11.3988,105.079,228.313,1028.41,Fresh_Water
414,26.9969,105.056,227.813,1028.41,Fresh_Water
414.3,21.7975,105.356,228.382,965.872,Fresh_Water
414.5,1,105.194,228.436,743.513,Fresh_Water
414.8,21.7975,105.148,229.456,931.128,Fresh_Water
415,32.1963,105.298,230.222,875.538,Fresh_Water
415.3,42.5951,105.505,234.318,1035.36,Fresh_Water
415.5,52.9939,105.689,237.113,806.051,Fresh_Water
415.8,1,106.334,227.928,1028.41,Fresh_Water
416,1,109.327,224.672,993.667,Fresh_Water
416.3,21.7975,109.177,224.641,1014.51,Fresh_Water
416.5,32.1963,107.163,226.45,1090.95,Fresh_Water
416.8,42.5951,107.543,226.658,917.231,Fresh_Water
417,11.3988,107.727,226.681,1084,Fresh_Water
417.3,73.7914,107.335,229.083,934.603,Fresh_Water
417.5,1,107.266,233.602,945.026,Fresh_Water
417.8,32.1963,106.599,230.141,1070.1,Fresh_Water
418,37.3957,107.496,229.229,840.795,Fresh_Water
418.3,21.7975,107.842,228.428,972.82,Fresh_Water
418.5,52.9939,107.784,228.783,1097.9,Fresh_Water
418.8,52.9939,108.417,226.581,1049.26,Fresh_Water
419,52.9939,108.187,225.796,931.128,Fresh_Water
419.3,42.5951,107.888,228.274,979.769,Fresh_Water
419.5,11.3988,106.829,233.325,993.667,Fresh_Water
419.8,1,106.835,235.427,958.923,Fresh_Water
420,63.3926,108.325,232.07,951.974,Fresh_Water
420.3,63.3926,109.465,227.197,1063.15,Fresh_Water
420.5,21.7975,109.66,226.927,931.128,Fresh_Water
420.8,1,108.694,228.736,931.128,Fresh_Water
421,32.1963,107.646,227.62,792.154,Fresh_Water
421.3,52.9939,108.44,227.92,910.282,Fresh_Water
421.5,94.589,108.809,227.439,931.128,Fresh_Water
421.8,21.7975,109.258,226.812,806.051,Fresh_Water
422,32.1963,110.397,226.565,1139.59,Fresh_Water
422.3,1,109.649,227.181,1153.49,Fresh_Water
422.5,42.5951,108.153,229.445,1070.1,Fresh_Water
422.8,32.1963,107.14,229.183,1132.64,Fresh_Water
423,21.7975,106.507,228.19,986.718,Fresh_Water
423.3,21.7975,106.023,230.561,903.333,Fresh_Water
423.5,21.7975,104.78,235.804,951.974,Fresh_Water
423.8,11.3988,104.677,236.296,1000.62,Fresh_Water
424,21.7975,106.288,229.853,1028.41,Fresh_Water
424.3,42.5951,108.544,225.842,979.769,Fresh_Water
424.5,42.5951,108.118,228.159,910.282,Fresh_Water
424.8,177.779,107.491,231.123,861.641,Fresh_Water
425,94.589,106.725,229.029,917.231,Fresh_Water
425.3,32.1963,108.325,226.481,979.769,Fresh_Water
425.5,63.3926,108.866,227.074,687.923,Fresh_Water
425.8,32.1963,108.083,228.875,1021.46,Fresh_Water
426,1,106.668,230.037,986.718,Fresh_Water
426.3,21.7975,106.288,230.161,972.82,Fresh_Water
426.5,21.7975,106.196,229.791,1077.05,Fresh_Water
426.8,37.3957,106.276,229.083,1021.46,Fresh_Water
427,1,105.632,228.359,1125.69,Fresh_Water
