     Depth,     GAMMA,  RES(16N),  RES(64N),   NEUTRON,Outcome
422,21.7975,117.699,227.953,576.744,Fresh_Water
422.3,52.9939,118.088,227.953,583.692,Fresh_Water
422.5,42.5951,118.619,227.953,840.795,Fresh_Water
422.8,115.387,118.938,225,590.641,Fresh_Water
423,32.1963,118.726,225,771.308,Fresh_Water
423.3,21.7975,119.292,222.638,562.846,Fresh_Water
423.5,6.19939,119.859,217.913,826.897,Fresh_Water
423.8,11.3988,121.276,217.913,757.41,Fresh_Water
424,42.5951,130.306,216.732,680.974,Fresh_Water
424.3,11.3988,129.032,212.598,819.949,Fresh_Water
424.5,21.7975,123.507,211.417,590.641,Fresh_Water
424.8,1,127.225,209.646,722.667,Fresh_Water
425,1,124.392,209.646,667.077,Fresh_Water
425.3,32.1963,128.359,209.646,785.205,Fresh_Water
425.5,21.7975,129.634,209.646,819.949,Fresh_Water
425.8,21.7975,128.004,211.417,562.846,Fresh_Water
426,52.9939,120.248,211.417,632.333,Fresh_Water
426.3,47.7945,123.471,211.417,708.769,Fresh_Water
426.5,21.7975,122.232,211.417,715.718,Fresh_Water
426.8,32.1963,120.071,209.646,535.051,Fresh_Water
427,32.1963,119.363,209.646,639.282,Fresh_Water
427.3,11.3988,119.186,207.283,611.487,Fresh_Water
427.5,32.1963,119.646,205.512,806.051,Fresh_Water
427.8,21.7975,120.319,203.15,674.026,Fresh_Water
428,73.7914,122.196,203.15,757.41,Fresh_Water
428.3,42.5951,123.117,203.15,646.231,Fresh_Water
428.5,21.7975,122.975,203.15,514.205,Fresh_Water
428.8,21.7975,122.657,203.15,674.026,Fresh_Water
429,68.592,122.055,207.283,799.103,Fresh_Water
429.3,21.7975,122.232,207.283,590.641,Fresh_Water
429.5,1,122.338,211.417,757.41,Fresh_Water
429.8,21.7975,122.621,212.598,708.769,Fresh_Water
430,11.3988,134.911,212.598,639.282,Fresh_Water
430.3,1,135.548,213.78,757.41,Fresh_Water
430.5,1,135.194,213.78,618.436,Fresh_Water
430.8,42.5951,129.492,213.78,576.744,Fresh_Water
431,42.5951,126.163,215.551,687.923,Fresh_Water
431.3,32.1963,125.384,216.732,653.18,Fresh_Water
431.5,32.1963,135.052,213.78,597.59,Fresh_Water
431.8,37.3957,130.342,212.598,573.269,Fresh_Water
432,52.9939,127.119,209.646,548.949,Fresh_Water
432.3,73.7914,126.021,209.646,708.769,Fresh_Water
432.5,42.5951,137.035,209.646,660.128,Fresh_Water
432.8,32.1963,133.069,209.646,611.487,Fresh_Water
433,73.7914,139.869,209.646,646.231,Fresh_Water
433.3,42.5951,132.113,212.598,590.641,Fresh_Water
433.5,11.3988,131.829,209.646,590.641,Fresh_Water
433.8,42.5951,130.094,209.646,674.026,Fresh_Water
434,11.3988,131.723,209.646,479.462,Fresh_Water
434.3,21.7975,138.027,211.417,653.18,Fresh_Water
434.5,68.592,140.435,213.78,548.949,Fresh_Water
434.8,52.9939,143.021,218.566,757.41,Fresh_Water
435,21.7975,143.233,218.886,514.205,Fresh_Water
435.3,11.3988,142.702,218.282,528.103,Fresh_Water
435.5,11.3988,142.489,218.531,569.795,Fresh_Water
435.8,52.9939,142.454,218.779,555.897,Fresh_Water
436,63.3926,142.914,218.246,674.026,Fresh_Water
436.3,73.7914,143.694,218.14,535.051,Fresh_Water
436.5,32.1963,144.119,217.713,604.538,Fresh_Water
436.8,11.3988,144.721,217.891,555.897,Fresh_Water
437,1,146.102,219.632,729.615,Fresh_Water
437.3,21.7975,147.023,221.124,632.333,Fresh_Water
437.5,52.9939,147.306,222.048,611.487,Fresh_Water
437.8,32.1963,147.377,222.297,583.692,Fresh_Water
438,1,146.314,223.008,500.308,Fresh_Water
438.3,42.5951,145.393,223.896,604.538,Fresh_Water
438.5,37.3957,144.756,224.074,601.064,Fresh_Water
438.8,32.1963,144.579,224.642,583.692,Fresh_Water
439,42.5951,144.366,224.891,708.769,Fresh_Water
439.3,21.7975,143.446,224.855,569.795,Fresh_Water
439.5,42.5951,141.994,224.5,632.333,Fresh_Water
439.8,42.5951,139.94,222.546,542,Fresh_Water
440,11.3988,138.665,221.089,597.59,Fresh_Water
440.3,21.7975,137.638,221.977,604.538,Fresh_Water
440.5,1,137.425,220.201,611.487,Fresh_Water
440.8,52.9939,139.373,208.084,542,Fresh_Water
441,52.9939,143.233,204.78,597.59,Fresh_Water
441.3,84.1902,142.454,205.561,552.423,Fresh_Water
441.5,42.5951,141.958,207.516,535.051,Fresh_Water
441.8,42.5951,144.26,210.109,514.205,Fresh_Water
442,42.5951,142.985,212.099,576.744,Fresh_Water
442.3,21.7975,140.081,214.835,535.051,Fresh_Water
442.5,21.7975,137.496,216.008,535.051,Fresh_Water
442.8,32.1963,135.76,214.444,576.744,Fresh_Water
443,21.7975,135.335,214.089,632.333,Fresh_Water
443.3,21.7975,135.831,213.378,583.692,Fresh_Water
443.5,32.1963,136.079,211.389,465.564,Fresh_Water
443.8,73.7914,136.327,209.967,604.538,Fresh_Water
444,42.5951,136.504,210.145,674.026,Fresh_Water
444.3,73.7914,136.681,211.14,583.692,Fresh_Water
444.5,11.3988,137.638,210.998,555.897,Fresh_Water
444.8,94.589,138.346,210.962,674.026,Fresh_Water
445,32.1963,138.381,211.708,535.051,Fresh_Water
445.3,26.9969,138.381,212.916,576.744,Fresh_Water
445.5,21.7975,138.771,213.201,555.897,Fresh_Water
445.8,104.988,138.7,212.668,548.949,Fresh_Water
446,32.1963,138.204,213.201,611.487,Fresh_Water
446.3,32.1963,137.283,214.231,576.744,Fresh_Water
446.5,11.3988,136.292,214.515,576.744,Fresh_Water
446.8,42.5951,135.265,213.414,493.359,Fresh_Water
447,63.3926,134.025,212.49,583.692,Fresh_Water
447.3,52.9939,132.927,212.028,576.744,Fresh_Water
447.5,21.7975,132.113,211.389,500.308,Fresh_Water
447.8,11.3988,132.113,209.399,576.744,Fresh_Water
448,42.5951,131.865,208.262,618.436,Fresh_Water
448.3,84.1902,131.688,208.013,594.115,Fresh_Water
448.5,32.1963,130.944,207.356,524.628,Fresh_Water
448.8,32.1963,130.696,205.739,472.513,Fresh_Water
449,84.1902,130.342,204.922,569.795,Fresh_Water
449.3,21.7975,130.023,204.602,604.538,Fresh_Water
449.5,42.5951,129.634,203.323,597.59,Fresh_Water
449.8,21.7975,129.386,201.724,576.744,Fresh_Water
450,32.1963,130.059,201.262,486.41,Fresh_Water
450.3,21.7975,130.802,201.475,583.692,Fresh_Water
450.5,52.9939,131.511,201.795,514.205,Fresh_Water
450.8,11.3988,131.794,202.221,583.692,Fresh_Water
451,42.5951,131.723,202.736,482.936,Fresh_Water
451.3,21.7975,131.334,203.589,548.949,Fresh_Water
451.5,11.3988,131.121,203.056,555.897,Fresh_Water
451.8,32.1963,131.156,202.186,507.256,Fresh_Water
452,63.3926,131.865,202.541,569.795,Fresh_Water
452.3,52.9939,132.573,203.11,555.897,Fresh_Water
452.5,52.9939,133.706,203.429,590.641,Fresh_Water
452.8,52.9939,134.556,203.678,430.821,Fresh_Water
453,42.5951,135.052,205.206,597.59,Fresh_Water
453.3,42.5951,135.371,206.947,604.538,Fresh_Water
453.5,73.7914,135.548,207.445,632.333,Fresh_Water
453.8,37.3957,134.875,207.125,625.385,Fresh_Water
454,21.7975,132.856,205.526,486.41,Fresh_Water
454.3,32.1963,131.334,206.556,583.692,Fresh_Water
454.5,26.9969,130.236,206.947,580.218,Fresh_Water
454.8,52.9939,129.846,205.49,555.897,Fresh_Water
455,52.9939,130.661,203.536,486.41,Fresh_Water
455.3,11.3988,130.306,202.577,597.59,Fresh_Water
455.5,1,129.704,201.546,576.744,Fresh_Water
455.8,73.7914,129.811,199.841,444.718,Fresh_Water
456,21.7975,130.661,198.028,521.154,Fresh_Water
456.3,21.7975,131.156,197.886,597.59,Fresh_Water
456.5,42.5951,131.422,198.846,500.308,Fresh_Water
456.8,32.1963,131.989,199.308,486.41,Fresh_Water
457,11.3988,132.786,200.622,583.692,Fresh_Water
457.3,42.5951,133.636,202.186,514.205,Fresh_Water
457.5,84.1902,134.486,203.536,500.308,Fresh_Water
457.8,32.1963,135.123,204.247,548.949,Fresh_Water
458,32.1963,134.733,204.886,458.615,Fresh_Water
458.3,73.7914,134.025,204.922,590.641,Fresh_Water
458.5,32.1963,132.821,205.206,555.897,Fresh_Water
458.8,42.5951,131.723,204.957,576.744,Fresh_Water
459,21.7975,130.767,204.851,611.487,Fresh_Water
459.3,32.1963,130.271,204.744,583.692,Fresh_Water
459.5,11.3988,130.271,203.785,528.103,Fresh_Water
459.8,32.1963,130.377,202.719,618.436,Fresh_Water
460,42.5951,130.218,201.83,569.795,Fresh_Water
460.3,32.1963,130.236,201.12,653.18,Fresh_Water
460.5,21.7975,130.236,200.551,500.308,Fresh_Water
460.8,21.7975,130.165,199.77,524.628,Fresh_Water
461,11.3988,130.2,199.556,458.615,Fresh_Water
461.3,32.1963,130.448,199.539,475.987,Fresh_Water
461.5,73.7914,130.802,199.698,430.821,Fresh_Water
461.8,21.7975,131.227,199.663,521.154,Fresh_Water
462,32.1963,131.546,200.054,542,Fresh_Water
462.3,42.5951,131.688,200.658,500.308,Fresh_Water
462.5,32.1963,131.617,200.871,528.103,Fresh_Water
462.8,11.3988,131.865,201.617,611.487,Fresh_Water
463,42.5951,132.538,202.47,548.949,Fresh_Water
463.3,63.3926,133.281,203.323,632.333,Fresh_Water
463.5,52.9939,133.813,203.465,493.359,Fresh_Water
463.8,1,133.848,203.145,528.103,Fresh_Water
464,52.9939,133.211,201.378,500.308,Fresh_Water
464.3,42.5951,132.113,201.378,507.256,Fresh_Water
464.5,26.9969,131.192,201.378,535.051,Fresh_Water
464.8,73.7914,130.59,201.378,507.256,Fresh_Water
465,21.7975,129.032,201.378,583.692,Fresh_Water
465.3,1,120.036,201.378,542,Fresh_Water
465.5,32.1963,122.055,201.378,639.282,Fresh_Water
465.8,32.1963,122.409,201.378,514.205,Fresh_Water
466,73.7914,122.303,201.378,535.051,Fresh_Water
466.3,42.5951,122.214,201.378,493.359,Fresh_Water
466.5,42.5951,123.666,200.197,583.692,Fresh_Water
466.8,63.3926,125.773,199.016,639.282,Fresh_Water
467,1,127.757,197.244,604.538,Fresh_Water
467.3,32.1963,128.571,196.063,646.231,Fresh_Water
467.5,11.3988,128.465,196.063,524.628,Fresh_Water
467.8,104.988,127.19,196.063,667.077,Fresh_Water
468,32.1963,133.671,196.063,576.744,Fresh_Water
468.3,42.5951,135.654,196.063,722.667,Fresh_Water
468.5,63.3926,135.123,196.063,576.744,Fresh_Water
468.8,52.9939,123.684,194.291,611.487,Fresh_Water
469,32.1963,124.215,191.929,653.18,Fresh_Water
469.3,21.7975,124.357,190.157,576.744,Fresh_Water
469.5,73.7914,124.18,190.157,694.872,Fresh_Water
469.8,73.7914,123.896,190.157,590.641,Fresh_Water
470,21.7975,123.542,190.157,632.333,Fresh_Water
470.3,42.5951,123.542,190.157,555.897,Fresh_Water
470.5,42.5951,123.755,190.157,611.487,Fresh_Water
470.8,63.3926,123.755,191.929,625.385,Fresh_Water
471,37.3957,124.215,193.11,691.397,Fresh_Water
471.3,73.7914,124.817,194.291,611.487,Fresh_Water
471.5,42.5951,125.065,194.291,493.359,Fresh_Water
471.8,42.5951,125.03,194.291,639.282,Fresh_Water
472,32.1963,124.428,194.291,715.718,Fresh_Water
472.3,104.988,123.471,193.11,687.923,Fresh_Water
472.5,42.5951,122.055,191.929,639.282,Fresh_Water
472.8,21.7975,121.417,190.157,708.769,Fresh_Water
473,42.5951,121.063,190.157,604.538,Fresh_Water
473.3,73.7914,121.205,190.157,618.436,Fresh_Water
473.5,11.3988,122.303,188.976,660.128,Fresh_Water
473.8,47.7945,123.294,188.976,778.256,Fresh_Water
474,32.1963,123.259,188.976,632.333,Fresh_Water
474.3,52.9939,123.046,188.976,594.115,Fresh_Water
474.5,11.3988,122.303,190.157,674.026,Fresh_Water
474.8,11.3988,122.586,193.11,715.718,Fresh_Water
475,42.5951,123.542,196.063,701.82,Fresh_Water
475.3,21.7975,123.578,196.063,764.359,Fresh_Water
475.5,11.3988,123.046,197.244,562.846,Fresh_Water
475.8,32.1963,123.33,197.244,653.18,Fresh_Water
476,42.5951,123.188,197.244,590.641,Fresh_Water
476.3,42.5951,123.188,197.244,701.82,Fresh_Water
476.5,1,122.161,197.244,555.897,Fresh_Water
476.8,11.3988,121.134,194.291,548.949,Fresh_Water
477,63.3926,120.355,194.291,653.18,Fresh_Water
477.3,32.1963,119.363,193.11,597.59,Fresh_Water
477.5,94.589,119.363,193.11,722.667,Fresh_Water
477.8,21.7975,119.186,193.11,604.538,Fresh_Water
478,73.7914,119.753,193.11,542,Fresh_Water
478.3,84.1902,119.363,196.063,653.18,Fresh_Water
478.5,11.3988,118.301,197.244,569.795,Fresh_Water
478.8,21.7975,117.946,197.244,639.282,Fresh_Water
479,42.5951,119.292,196.063,674.026,Fresh_Water
479.3,52.9939,119.257,196.063,611.487,Fresh_Water
479.5,63.3926,119.611,194.291,542,Fresh_Water
479.8,84.1902,119.859,193.11,562.846,Fresh_Water
480,63.3926,120.815,191.929,562.846,Fresh_Water
480.3,52.9939,121.736,191.929,687.923,Fresh_Water
480.5,32.1963,122.692,191.929,542,Fresh_Water
480.8,52.9939,123.825,191.929,625.385,Fresh_Water
481,73.7914,123.861,191.929,736.564,Fresh_Water
481.3,21.7975,122.444,191.929,729.615,Fresh_Water
481.5,32.1963,119.965,191.929,590.641,Fresh_Water
481.8,32.1963,117.592,193.11,528.103,Fresh_Water
482,52.9939,115.68,193.11,667.077,Fresh_Water
482.3,21.7975,115.113,193.11,674.026,Fresh_Water
482.5,32.1963,114.263,193.11,653.18,Fresh_Water
482.8,21.7975,113.201,193.11,667.077,Fresh_Water
483,32.1963,112.067,193.11,521.154,Fresh_Water
483.3,52.9939,110.509,193.11,510.731,Fresh_Water
483.5,73.7914,111.04,193.11,632.333,Fresh_Water
483.8,52.9939,111.04,193.11,569.795,Fresh_Water
484,32.1963,120.426,191.929,479.462,Fresh_Water
484.3,32.1963,119.611,191.929,632.333,Fresh_Water
484.5,32.1963,123.046,191.929,646.231,Fresh_Water
484.8,1,123.294,191.929,618.436,Fresh_Water
485,52.9939,121.453,191.929,653.18,Fresh_Water
485.3,63.3926,119.894,191.929,548.949,Fresh_Water
485.5,42.5951,119.062,191.929,653.18,Fresh_Water
485.8,52.9939,119.399,191.929,674.026,Fresh_Water
486,11.3988,120.744,191.929,639.282,Fresh_Water
486.3,21.7975,120.992,191.929,667.077,Fresh_Water
486.5,58.1933,122.019,190.157,767.833,Fresh_Water
486.8,32.1963,114.653,188.976,667.077,Fresh_Water
487,63.3926,109.27,187.795,708.769,Fresh_Water
487.3,52.9939,108.916,187.795,646.231,Fresh_Water
487.5,42.5951,108.243,187.795,694.872,Fresh_Water
487.8,32.1963,108.03,190.157,687.923,Fresh_Water
488,63.3926,108.278,190.157,611.487,Fresh_Water
488.3,42.5951,108.101,191.929,736.564,Fresh_Water
488.5,42.5951,108.809,191.929,694.872,Fresh_Water
488.8,42.5951,110.527,191.929,687.923,Fresh_Water
489,84.1902,113.095,191.929,722.667,Fresh_Water
489.3,32.1963,114.759,191.929,590.641,Fresh_Water
489.5,32.1963,115.432,191.929,639.282,Fresh_Water
489.8,115.387,115.822,191.929,639.282,Fresh_Water
490,58.1933,116.247,191.929,722.667,Fresh_Water
490.3,73.7914,117.521,191.929,569.795,Fresh_Water
490.5,52.9939,118.513,191.929,569.795,Fresh_Water
490.8,11.3988,118.088,193.11,548.949,Fresh_Water
491,63.3926,116.742,194.291,590.641,Fresh_Water
491.3,42.5951,115.29,194.291,653.18,Fresh_Water
491.5,73.7914,114.476,194.291,611.487,Fresh_Water
491.8,42.5951,113.732,194.291,514.205,Fresh_Water
492,52.9939,113.13,194.291,597.59,Fresh_Water
492.3,52.9939,111.997,194.291,680.974,Fresh_Water
492.5,42.5951,110.97,196.063,680.974,Fresh_Water
492.8,32.1963,110.509,199.016,625.385,Fresh_Water
493,42.5951,110.899,199.016,614.962,Fresh_Water
493.3,52.9939,110.686,199.016,590.641,Fresh_Water
493.5,32.1963,109.659,197.244,521.154,Fresh_Water
493.8,21.7975,109.695,196.063,680.974,Fresh_Water
494,52.9939,109.801,194.291,611.487,Fresh_Water
494.3,11.3988,110.049,194.291,562.846,Fresh_Water
494.5,32.1963,110.368,194.291,535.051,Fresh_Water
494.8,104.988,110.474,194.291,597.59,Fresh_Water
495,52.9939,111.04,194.291,576.744,Fresh_Water
495.3,11.3988,111.678,194.291,611.487,Fresh_Water
495.5,73.7914,111.908,194.291,611.487,Fresh_Water
495.8,52.9939,112.847,194.291,548.949,Fresh_Water
496,52.9939,113.272,194.291,486.41,Fresh_Water
496.3,37.3957,114.405,194.291,625.385,Fresh_Water
496.5,21.7975,114.794,193.11,458.615,Fresh_Water
496.8,42.5951,115.149,190.157,590.641,Fresh_Water
497,11.3988,114.122,190.157,597.59,Fresh_Water
497.3,21.7975,113.059,190.157,583.692,Fresh_Water
497.5,42.5951,113.165,190.157,604.538,Fresh_Water
497.8,73.7914,113.236,190.157,486.41,Fresh_Water
498,42.5951,112.882,190.157,604.538,Fresh_Water
498.3,63.3926,115.326,191.929,597.59,Fresh_Water
498.5,52.9939,115.308,191.929,646.231,Fresh_Water
498.8,42.5951,115.113,191.929,535.051,Fresh_Water
499,52.9939,113.13,191.929,611.487,Fresh_Water
499.3,11.3988,112.776,191.929,611.487,Fresh_Water
499.5,11.3988,112.988,191.929,611.487,Fresh_Water
499.8,52.9939,112.953,191.929,656.654,Fresh_Water
500,42.5951,114.511,188.976,590.641,Fresh_Water
500.3,73.7914,114.334,188.976,569.795,Fresh_Water
500.5,115.387,115.397,186.024,680.974,Fresh_Water
500.8,63.3926,115.574,186.024,639.282,Fresh_Water
501,94.589,114.972,186.024,597.59,Fresh_Water
501.3,21.7975,116.742,186.024,701.82,Fresh_Water
501.5,94.589,117.238,186.024,729.615,Fresh_Water
501.8,73.7914,117.734,186.024,639.282,Fresh_Water
502,32.1963,118.549,186.024,674.026,Fresh_Water
502.3,136.184,118.726,190.157,604.538,Fresh_Water
502.5,1,118.867,190.157,715.718,Fresh_Water
502.8,21.7975,119.257,191.929,604.538,Fresh_Water
503,47.7945,120.355,191.929,656.654,Fresh_Water
503.3,94.589,122.019,190.157,701.82,Fresh_Water
503.5,32.1963,123.082,188.976,715.718,Fresh_Water
503.8,21.7975,122.232,187.795,680.974,Fresh_Water
504,52.9939,119.717,186.024,583.692,Fresh_Water
504.3,52.9939,116.955,187.795,625.385,Fresh_Water
504.5,32.1963,115.29,188.976,604.538,Fresh_Water
504.8,94.589,114.157,191.929,535.051,Fresh_Water
505,52.9939,113.201,193.11,625.385,Fresh_Water
505.3,52.9939,112.138,193.11,750.462,Fresh_Water
505.5,104.988,111.147,193.11,604.538,Fresh_Water
505.8,42.5951,111.182,193.11,562.846,Fresh_Water
506,32.1963,112.422,193.11,743.513,Fresh_Water
506.3,63.3926,112.776,193.11,687.923,Fresh_Water
506.5,52.9939,112.492,193.11,646.231,Fresh_Water
506.8,63.3926,111.111,191.929,562.846,Fresh_Water
507,21.7975,109.34,191.929,625.385,Fresh_Water
507.3,73.7914,108.313,191.929,583.692,Fresh_Water
507.5,52.9939,107.995,191.929,597.59,Fresh_Water
507.8,73.7914,107.818,191.929,667.077,Fresh_Water
508,63.3926,107.924,190.157,562.846,Fresh_Water
508.3,32.1963,107.605,188.976,590.641,Fresh_Water
508.5,73.7914,107.056,186.024,625.385,Fresh_Water
508.8,21.7975,106.312,184.843,625.385,Fresh_Water
509,73.7914,107.428,184.843,555.897,Fresh_Water
509.3,84.1902,109.624,184.843,590.641,Fresh_Water
509.5,63.3926,124.605,187.795,625.385,Fresh_Water
509.8,73.7914,126.977,190.157,611.487,Fresh_Water
510,63.3926,127.509,190.157,542,Fresh_Water
510.3,84.1902,128.642,190.157,535.051,Fresh_Water
510.5,42.5951,130.873,190.157,604.538,Fresh_Water
510.8,42.5951,133.175,190.157,604.538,Fresh_Water
511,63.3926,130.377,190.157,680.974,Fresh_Water
511.3,42.5951,126.907,190.157,632.333,Fresh_Water
511.5,63.3926,113.98,196.063,548.949,Fresh_Water
511.8,104.988,112.422,197.244,507.256,Fresh_Water
512,52.9939,109.907,199.016,597.59,Fresh_Water
512.3,52.9939,108.845,199.016,576.744,Fresh_Water
512.5,104.988,121.24,199.016,528.103,Fresh_Water
512.8,32.1963,121.559,197.244,604.538,Fresh_Water
513,42.5951,121.594,197.244,542,Fresh_Water
513.3,73.7914,121.63,197.244,590.641,Fresh_Water
513.5,73.7914,121.205,194.291,590.641,Fresh_Water
513.8,52.9939,122.267,193.11,559.372,Fresh_Water
514,63.3926,122.267,191.929,674.026,Fresh_Water
514.3,42.5951,121.913,191.929,653.18,Fresh_Water
514.5,52.9939,111.076,191.929,646.231,Fresh_Water
514.8,52.9939,122.444,191.929,562.846,Fresh_Water
515,63.3926,122.373,191.929,625.385,Fresh_Water
515.3,63.3926,122.48,191.929,632.333,Fresh_Water
515.5,94.589,122.798,194.291,597.59,Fresh_Water
515.8,42.5951,122.48,194.291,590.641,Fresh_Water
516,52.9939,122.303,196.063,646.231,Fresh_Water
516.3,73.7914,122.48,197.244,576.744,Fresh_Water
516.5,63.3926,122.48,197.244,680.974,Fresh_Water
516.8,42.5951,122.692,197.244,618.436,Fresh_Water
517,42.5951,123.507,197.244,667.077,Fresh_Water
517.3,52.9939,123.33,197.244,708.769,Fresh_Water
517.5,63.3926,124.109,196.063,625.385,Fresh_Water
517.8,94.589,124.286,194.291,715.718,Fresh_Water
518,115.387,124.569,191.929,583.692,Fresh_Water
518.3,52.9939,124.994,191.929,590.641,Fresh_Water
518.5,42.5951,125.065,190.157,660.128,Fresh_Water
518.8,52.9939,122.126,190.157,576.744,Fresh_Water
519,32.1963,122.196,187.795,764.359,Fresh_Water
519.3,125.785,118.655,187.795,569.795,Fresh_Water
519.5,73.7914,118.23,187.795,708.769,Fresh_Water
519.8,52.9939,122.338,190.157,555.897,Fresh_Water
520,58.1933,117.946,191.929,632.333,Fresh_Water
520.3,63.3926,117.876,193.11,639.282,Fresh_Water
520.5,32.1963,117.84,196.063,771.308,Fresh_Water
520.8,73.7914,117.876,197.244,708.769,Fresh_Water
521,136.184,117.84,197.244,632.333,Fresh_Water
521.3,32.1963,117.911,197.244,625.385,Fresh_Water
521.5,73.7914,117.876,196.063,750.462,Fresh_Water
521.8,104.988,117.84,194.291,590.641,Fresh_Water
522,42.5951,117.805,194.291,646.231,Fresh_Water
522.3,32.1963,117.84,191.929,604.538,Fresh_Water
522.5,58.1933,117.876,190.157,618.436,Fresh_Water
522.8,42.5951,117.84,190.157,548.949,Fresh_Water
523,73.7914,117.84,190.157,569.795,Fresh_Water
523.3,98.0552,117.805,190.157,729.615,Fresh_Water
523.5,63.3926,117.876,190.157,566.32,Fresh_Water
523.8,78.9908,117.805,191.929,604.538,Fresh_Water
524,58.1933,117.805,194.291,687.923,Fresh_Water
524.3,80.7239,117.84,196.063,705.295,Fresh_Water
524.5,37.3957,117.84,197.244,670.551,Fresh_Water
524.8,87.6564,117.805,200.197,663.603,Fresh_Water
525,80.7239,117.805,201.378,694.872,Fresh_Water
525.3,59.9264,117.823,201.378,705.295,Fresh_Water
