     Depth,  GAM(NAT),  RES(16N),   RES(64),   NEUTRON,Outcome
423,42.5951,14.4502,19.8352,722.667,Dry
423.3,42.5951,14.0128,19.5691,743.513,Dry
423.5,42.5951,13.5524,19.4028,705.295,Dry
423.8,11.3988,13.3682,19.6356,840.795,Dry
424,21.7975,12.9999,19.5691,826.897,Dry
424.3,11.3988,12.9078,19.5691,632.333,Dry
424.5,21.7975,13.1841,18.7709,687.923,Dry
424.8,1,13.4373,17.8397,826.897,Dry
425,32.1963,14.0588,17.7732,792.154,Dry
425.3,32.1963,13.8747,17.3741,684.449,Dry
425.5,42.5951,13.3222,17.3741,660.128,Dry
425.8,32.1963,12.6546,17.7067,660.128,Dry
426,1,12.0331,18.2388,660.128,Dry
426.3,16.5982,11.8029,18.4384,708.769,Dry
426.5,32.1963,11.4806,18.4384,667.077,Dry
426.8,11.3988,11.5727,18.1058,639.282,Dry
427,21.7975,11.5727,18.0393,680.974,Dry
427.3,32.1963,11.4806,17.7067,632.333,Dry
427.5,11.3988,11.7338,17.5736,736.564,Dry
427.8,1,11.8489,17.4406,819.949,Dry
428,32.1963,12.0561,17.5736,837.32,Dry
428.3,11.3988,12.1712,17.4406,750.462,Dry
428.5,11.3988,12.4014,17.2411,660.128,Dry
428.8,11.3988,12.7237,17.1745,750.462,Dry
429,26.9969,12.4474,17.0748,743.513,Dry
429.3,21.7975,12.4704,17.1745,576.744,Dry
429.5,11.3988,12.4014,17.108,875.538,Dry
429.8,11.3988,12.2633,17.4073,785.205,Dry
430,1,12.3093,17.7732,639.282,Dry
430.3,21.7975,12.1712,17.7399,753.936,Dry
430.5,21.7975,12.0331,18.0393,674.026,Dry
430.8,21.7975,11.8489,18.1058,701.82,Dry
431,1,11.7568,18.1723,806.051,Dry
431.3,11.3988,11.7568,18.3053,646.231,Dry
431.5,32.1963,11.8489,18.0393,674.026,Dry
431.8,16.5982,11.8489,17.7732,792.154,Dry
432,21.7975,12.0791,17.4406,903.333,Dry
432.3,32.1963,12.3093,17.1745,806.051,Dry
432.5,11.3988,12.3093,17.2411,778.256,Dry
432.8,11.3988,12.0331,17.5736,660.128,Dry
433,11.3988,11.5957,18.1058,819.949,Dry
433.3,11.3988,11.3425,18.3053,743.513,Dry
433.5,1,11.4345,18.3386,611.487,Dry
433.8,32.1963,11.8489,18.1723,882.487,Dry
434,26.9969,12.4474,17.9062,757.41,Dry
434.3,11.3988,12.6316,17.4406,917.231,Dry
434.5,6.19939,12.6776,17.4406,875.538,Dry
434.8,11.3988,12.5165,17.5736,813,Dry
435,1,12.3553,17.9727,729.615,Dry
435.3,1,12.1712,18.3718,847.744,Dry
435.5,32.1963,11.941,18.1723,757.41,Dry
435.8,1,11.8949,18.1723,691.397,Dry
436,11.3988,11.8029,18.0393,653.18,Dry
436.3,11.3988,12.0791,18.0393,951.974,Dry
436.5,21.7975,12.2172,17.9727,840.795,Dry
436.8,11.3988,12.1251,18.1723,639.282,Dry
437,11.3988,11.8489,18.3053,757.41,Dry
437.3,21.7975,11.8489,18.2388,583.692,Dry
437.5,21.7975,11.8029,18.5049,792.154,Dry
437.8,32.1963,11.7568,18.4384,833.846,Dry
438,32.1963,11.8949,18.3386,733.09,Dry
438.3,21.7975,12.1712,18.3718,757.41,Dry
438.5,1,12.3323,18.5381,833.846,Dry
438.8,1,12.7697,18.3718,743.513,Dry
439,11.3988,13.1841,18.5714,882.487,Dry
439.3,21.7975,13.3222,18.5714,806.051,Dry
439.5,73.7914,13.7366,18.7709,646.231,Dry
439.8,21.7975,14.1739,18.8374,774.782,Dry
440,6.19939,14.4272,18.8374,687.923,Dry
440.3,1,14.6574,19.037,788.68,Dry
440.5,1,14.9336,19.3696,771.308,Dry
440.8,11.3988,15.3019,19.3696,819.949,Dry
441,1,15.1178,19.5026,792.154,Dry
441.3,6.19939,15.3019,19.3696,826.897,Dry
441.5,1,15.4861,19.3031,715.718,Dry
441.8,1,15.9465,19.4361,576.744,Dry
442,11.3988,15.394,19.7687,764.359,Dry
442.3,42.5951,15.394,20.2343,583.692,Dry
442.5,32.1963,15.4631,20.966,701.82,Dry
442.8,32.1963,15.3019,21.5646,632.333,Dry
443,63.3926,15.0257,22.2298,680.974,Dry
443.3,11.3988,15.0717,22.4293,674.026,Dry
443.5,1,15.0257,22.3961,656.654,Dry
443.8,21.7975,15.0257,22.6954,618.436,Dry
444,1,15.0717,22.7952,740.038,Dry
444.3,1,15.0717,22.6954,632.333,Dry
444.5,21.7975,15.1638,23.028,667.077,Dry
444.8,11.3988,15.0947,22.8284,861.641,Dry
445,16.5982,15.3019,22.895,715.718,Dry
445.3,21.7975,15.44,23.161,691.397,Dry
445.5,1,15.6702,23.028,819.949,Dry
445.8,11.3988,15.9004,23.0945,712.244,Dry
446,11.3988,15.9004,23.2275,701.82,Dry
446.3,1,15.8084,23.6931,722.667,Dry
446.5,21.7975,15.9004,24.2918,687.923,Dry
446.8,6.19939,15.8544,24.5579,660.128,Dry
447,32.1963,15.9004,24.6244,917.231,Dry
447.3,47.7945,16.2688,24.4248,722.667,Dry
447.5,11.3988,16.9133,23.8262,813,Dry
447.8,52.9939,17.696,23.4936,694.872,Dry
448,42.5951,17.8111,23.0945,792.154,Dry
448.3,32.1963,17.742,22.9615,694.872,Dry
448.5,1,17.3507,23.2275,687.923,Dry
448.8,21.7975,16.7752,23.4936,722.667,Dry
449,11.3988,16.2457,23.4603,785.205,Dry
449.3,1,15.9004,23.2275,736.564,Dry
449.5,16.5982,15.8544,22.8284,646.231,Dry
449.8,1,15.9465,22.6954,833.846,Dry
450,21.7975,16.0386,22.4626,708.769,Dry
450.3,1,15.7853,22.4293,597.59,Dry
450.5,11.3988,15.5321,22.3628,660.128,Dry
450.8,1,15.417,22.3961,694.872,Dry
451,1,15.2098,22.3628,778.256,Dry
451.3,32.1963,15.0947,22.3628,795.628,Dry
451.5,11.3988,14.7494,22.4959,618.436,Dry
451.8,1,14.6574,22.6289,590.641,Dry
452,42.5951,14.5192,23.0945,701.82,Dry
452.3,21.7975,14.5653,23.0945,653.18,Dry
452.5,11.3988,15.0257,21.9637,736.564,Dry
452.8,21.7975,15.8544,21.1655,778.256,Dry
453,32.1963,16.6371,20.8995,667.077,Dry
453.3,94.589,16.7292,20.7664,590.641,Dry
453.5,21.7975,16.1767,20.7664,715.718,Dry
453.8,1,15.1178,21.099,743.513,Dry
454,1,14.3581,21.7309,778.256,Dry
454.3,1,13.8747,21.8972,924.18,Dry
454.5,1,13.6445,21.3651,743.513,Dry
454.8,11.3988,13.4143,21.232,757.41,Dry
455,1,13.1841,21.0325,687.923,Dry
455.3,11.3988,12.8618,20.966,715.718,Dry
455.5,1,12.8618,21.0325,687.923,Dry
455.8,1,12.6316,20.5669,646.231,Dry
456,6.19939,12.7237,20.1678,868.59,Dry
456.3,11.3988,12.6316,20.1345,733.09,Dry
456.5,1,12.5855,19.8352,653.18,Dry
456.8,1,12.4704,19.8352,823.423,Dry
457,1,12.1712,19.7687,833.846,Dry
457.3,21.7975,11.987,20.068,729.615,Dry
457.5,1,11.8489,20.2343,701.82,Dry
457.8,6.19939,11.7568,20.2343,729.615,Dry
458,11.3988,11.8949,20.1678,569.795,Dry
458.3,1,12.2633,20.1013,806.051,Dry
458.5,11.3988,12.3553,20.1013,694.872,Dry
458.8,6.19939,12.5855,19.8352,611.487,Dry
459,11.3988,12.9308,19.6356,674.026,Dry
459.3,1,13.3222,19.7687,618.436,Dry
459.5,1,13.8517,19.9682,736.564,Dry
459.8,21.7975,14.4732,19.8352,757.41,Dry
460,1,14.6113,19.7687,684.449,Dry
460.3,21.7975,14.6574,20.3008,785.205,Dry
460.5,11.3988,14.7034,20.7997,590.641,Dry
460.8,21.7975,14.6113,20.8329,833.846,Dry
461,63.3926,14.6574,20.5669,708.769,Dry
461.3,42.5951,14.9796,20.8329,757.41,Dry
461.5,11.3988,14.9796,20.5669,680.974,Dry
461.8,32.1963,15.0257,20.3673,691.397,Dry
462,16.5982,14.7955,20.4338,854.692,Dry
462.3,11.3988,14.5423,20.5669,691.397,Dry
462.5,1,14.4272,21.099,701.82,Dry
462.8,11.3988,14.0588,21.3651,826.897,Dry
463,6.19939,13.8286,21.6977,701.82,Dry
463.3,11.3988,13.7826,21.6311,667.077,Dry
463.5,1,13.9668,21.4316,868.59,Dry
463.8,21.7975,13.9668,21.1655,729.615,Dry
464,21.7975,14.4272,20.4338,680.974,Dry
464.3,32.1963,14.6113,19.9682,562.846,Dry
464.5,84.1902,15.1638,19.9017,465.564,Dry
464.8,84.1902,14.7034,20.1013,514.205,Dry
465,63.3926,14.6574,20.966,729.615,Dry
465.3,21.7975,15.1638,21.6311,708.769,Dry
465.5,32.1963,15.1178,22.4293,677.5,Dry
465.8,11.3988,15.1638,23.6931,694.872,Dry
466,21.7975,15.1638,24.3583,740.038,Dry
466.3,21.7975,15.5321,24.8239,694.872,Dry
466.5,11.3988,16.0386,25.0235,625.385,Dry
466.8,6.19939,16.545,24.957,555.897,Dry
467,21.7975,17.1435,25.1565,667.077,Dry
467.3,21.7975,17.4658,25.8217,653.18,Dry
467.5,11.3988,18.1564,26.2208,694.872,Dry
467.8,47.7945,18.9851,26.8194,694.872,Dry
468,21.7975,19.6297,27.3516,653.18,Dry
468.3,52.9939,20.7347,27.8172,555.897,Dry
468.5,42.5951,21.5173,28.2163,639.282,Dry
468.8,47.7945,21.7936,28.6154,757.41,Dry
469,32.1963,22.0238,28.8814,583.692,Dry
469.3,21.7975,22.254,28.8149,712.244,Dry
469.5,73.7914,22.5302,28.8482,569.795,Dry
469.8,99.7883,22.6223,28.7484,590.641,Dry
470,68.592,22.4381,28.4823,680.974,Dry
470.3,63.3926,22.254,28.4823,646.231,Dry
470.5,32.1963,21.7706,28.5156,653.18,Dry
470.8,63.3926,21.2411,28.8149,646.231,Dry
471,42.5951,20.6886,28.6154,611.487,Dry
471.3,84.1902,20.4584,28.7484,552.423,Dry
471.5,42.5951,20.2743,29.1475,660.128,Dry
471.8,16.5982,19.952,29.1475,694.872,Dry
472,32.1963,19.3995,29.2805,750.462,Dry
472.3,1,19.3535,29.5466,569.795,Dry
472.5,52.9939,19.3074,30.0455,663.603,Dry
472.8,11.3988,19.952,30.1452,799.103,Dry
473,63.3926,20.2282,29.5466,750.462,Dry
473.3,32.1963,20.8267,29.1808,764.359,Dry
473.5,11.3988,20.9649,28.6819,687.923,Dry
473.8,42.5951,21.2411,27.4846,701.82,Dry
474,52.9939,21.1951,26.4868,757.41,Dry
474.3,73.7914,20.7347,26.1543,632.333,Dry
474.5,136.184,19.6297,26.8527,576.744,Dry
474.8,63.3926,18.0643,28.0167,680.974,Dry
475,52.9939,17.0054,28.4158,736.564,Dry
475.3,52.9939,16.4069,28.0167,649.705,Dry
475.5,63.3926,16.6831,27.3183,674.026,Dry
475.8,26.9969,17.0975,26.4868,771.308,Dry
476,1,17.8802,25.5556,854.692,Dry
476.3,11.3988,17.5579,25.4891,809.526,Dry
476.5,1,16.591,26.1543,660.128,Dry
476.8,32.1963,16.2227,26.8859,833.846,Dry
477,1,16.0846,27.152,632.333,Dry
477.3,21.7975,16.6371,26.9192,778.256,Dry
477.5,1,17.6269,26.0212,569.795,Dry
477.8,6.19939,18.6168,24.957,646.231,Dry
478,52.9939,19.2614,24.5579,548.949,Dry
478.3,52.9939,19.6297,24.3583,701.82,Dry
478.5,32.1963,19.0312,24.1255,590.641,Dry
478.8,1,18.1564,23.8927,576.744,Dry
479,37.3957,17.0054,24.2253,632.333,Dry
479.3,32.1963,16.0386,24.5911,635.808,Dry
479.5,52.9939,14.7494,24.6244,548.949,Dry
479.8,11.3988,14.197,24.7574,535.051,Dry
480,1,13.7826,24.6909,667.077,Dry
480.3,21.7975,13.5524,24.8904,614.962,Dry
480.5,11.3988,13.8747,24.6909,674.026,Dry
480.8,11.3988,14.3811,24.0922,569.795,Dry
481,1,15.1638,23.5601,715.718,Dry
481.3,1,15.9004,23.6931,680.974,Dry
481.5,11.3988,16.2688,23.9592,753.936,Dry
481.8,42.5951,16.545,24.5579,729.615,Dry
482,16.5982,16.591,25.2895,750.462,Dry
482.3,21.7975,16.8212,25.2895,868.59,Dry
482.5,11.3988,17.9262,24.957,729.615,Dry
482.8,32.1963,19.3535,23.7264,750.462,Dry
483,42.5951,21.2411,22.7619,847.744,Dry
483.3,21.7975,21.0109,22.4959,590.641,Dry
483.5,84.1902,19.2153,22.7619,639.282,Dry
483.8,63.3926,18.3866,24.0257,635.808,Dry
484,21.7975,16.7292,24.9237,715.718,Dry
484.3,11.3988,16.1306,26.1543,583.692,Dry
484.5,1,15.44,27.152,677.5,Dry
484.8,32.1963,14.8876,27.2185,632.333,Dry
485,16.5982,14.9336,27.4846,639.282,Dry
485.3,21.7975,15.2559,26.7529,778.256,Dry
485.5,32.1963,16.0846,26.1543,674.026,Dry
485.8,42.5951,16.9133,25.7552,667.077,Dry
486,1,17.8571,25.6221,813,Dry
486.3,63.3926,18.2945,26.1543,694.872,Dry
486.5,63.3926,18.7549,26.0212,632.333,Dry
486.8,11.3988,19.2153,25.7552,667.077,Dry
487,11.3988,19.4455,25.9214,715.718,Dry
487.3,11.3988,19.1693,25.8217,799.103,Dry
487.5,1,18.4787,25.6886,569.795,Dry
487.8,1,17.742,25.7884,555.897,Dry
488,21.7975,16.9594,26.0212,569.795,Dry
488.3,21.7975,16.7292,26.0877,625.385,Dry
488.5,6.19939,16.2227,25.7552,521.154,Dry
488.8,1,15.9925,25.7552,715.718,Dry
489,1,15.9004,25.4226,785.205,Dry
489.3,6.19939,15.9465,24.957,639.282,Dry
489.5,1,16.0386,24.6244,583.692,Dry
489.8,11.3988,16.0846,24.3583,687.923,Dry
490,11.3988,16.0846,23.9592,660.128,Dry
490.3,1,15.9004,23.8262,632.333,Dry
490.5,32.1963,15.5321,23.6266,674.026,Dry
490.8,1,15.1638,23.4936,611.487,Dry
491,21.7975,14.7034,23.2275,548.949,Dry
491.3,1,14.4272,23.161,687.923,Dry
491.5,6.19939,14.3351,23.028,625.385,Dry
491.8,1,14.289,22.6289,677.5,Dry
492,1,14.7034,22.3628,667.077,Dry
492.3,21.7975,15.0717,22.3628,764.359,Dry
492.5,1,15.6012,22.7619,590.641,Dry
492.8,32.1963,15.348,22.895,542,Dry
493,1,14.9336,23.7597,677.5,Dry
493.3,21.7975,14.9106,23.4936,514.205,Dry
493.5,11.3988,15.394,22.895,639.282,Dry
493.8,42.5951,16.0846,22.895,653.18,Dry
494,84.1902,16.8212,22.6954,542,Dry
494.3,21.7975,17.719,22.895,715.718,Dry
494.5,47.7945,17.8341,23.6266,597.59,Dry
494.8,1,17.9722,24.957,521.154,Dry
495,32.1963,18.6629,25.8882,660.128,Dry
495.3,42.5951,18.801,25.9214,559.372,Dry
495.5,21.7975,20.5045,26.2208,535.051,Dry
495.8,21.7975,22.3461,26.1543,576.744,Dry
496,21.7975,24.0035,25.5556,653.18,Dry
496.3,52.9939,23.8654,25.223,514.205,Dry
496.5,11.3988,22.1159,26.1875,646.231,Dry
496.8,37.3957,19.5837,26.8859,653.18,Dry
497,32.1963,17.0054,27.2185,444.718,Dry
497.3,21.7975,16.1767,27.3183,521.154,Dry
497.5,1,16.3608,27.285,555.897,Dry
497.8,1,16.7752,26.8859,618.436,Dry
498,1,16.9594,26.0212,451.667,Dry
498.3,1,17.0975,25.988,542,Dry
498.5,1,17.0975,26.1543,479.462,Dry
498.8,32.1963,17.4658,26.0877,514.205,Dry
499,21.7975,18.3866,26.7529,562.846,Dry
499.3,42.5951,19.0772,26.4536,552.423,Dry
499.5,21.7975,19.0772,25.2563,625.385,Dry
499.8,32.1963,19.8599,23.7597,514.205,Dry
500,94.589,19.4455,23.3606,514.205,Dry
500.3,42.5951,16.9133,23.2941,514.205,Dry
500.5,52.9939,14.22,23.6931,465.564,Dry
500.8,16.5982,14.0588,24.2918,562.846,Dry
501,52.9939,14.7494,25.3561,687.923,Dry
501.3,11.3988,16.1767,26.1875,507.256,Dry
501.5,32.1963,16.7752,26.0212,618.436,Dry
501.8,1,17.65,26.6864,562.846,Dry
502,32.1963,19.1233,27.152,486.41,Dry
502.3,11.3988,21.2871,26.9525,653.18,Dry
502.5,63.3926,23.8654,26.8859,542,Dry
502.8,52.9939,24.602,27.5511,632.333,Dry
503,21.7975,24.3258,28.9479,458.615,Dry
503.3,94.589,23.7733,29.9124,538.526,Dry
503.5,32.1963,22.8065,30.4446,542,Dry
503.8,68.592,21.9317,30.8104,535.051,Dry
504,26.9969,21.0109,30.2783,535.051,Dry
504.3,11.3988,20.9188,29.0145,573.269,Dry
504.5,42.5951,20.8498,27.019,576.744,Dry
504.8,136.184,20.6426,26.1543,500.308,Dry
505,94.589,19.6757,25.4226,479.462,Dry
505.3,42.5951,17.7881,25.1565,583.692,Dry
505.5,42.5951,16.7292,25.1233,628.859,Dry
505.8,6.19939,15.7163,25.6221,507.256,Dry
506,11.3988,15.348,25.4226,604.538,Dry
506.3,1,15.2559,24.0257,597.59,Dry
506.5,11.3988,15.6702,23.7929,548.949,Dry
506.8,32.1963,15.44,23.3606,479.462,Dry
507,16.5982,15.8544,22.6289,583.692,Dry
507.3,11.3988,15.9925,22.3296,625.385,Dry
507.5,11.3988,15.394,22.7619,625.385,Dry
507.8,11.3988,15.6242,23.4271,493.359,Dry
508,21.7975,15.394,23.8927,562.846,Dry
508.3,52.9939,14.9796,24.4913,663.603,Dry
508.5,1,14.7955,24.8572,535.051,Dry
508.8,11.3988,15.1638,23.6266,507.256,Dry
509,32.1963,16.0386,22.5624,604.538,Dry
509.3,21.7975,17.4198,21.7642,590.641,Dry
509.5,42.5951,17.9722,21.099,618.436,Dry
509.8,11.3988,17.673,21.0325,611.487,Dry
510,21.7975,17.0975,21.8307,625.385,Dry
510.3,11.3988,16.6831,22.5624,611.487,Dry
510.5,1,16.1306,22.4959,545.474,Dry
510.8,6.19939,15.7163,22.3628,590.641,Dry
511,16.5982,15.3019,21.8972,493.359,Dry
511.3,1,14.7955,21.4316,597.59,Dry
511.5,1,14.289,21.0325,559.372,Dry
511.8,16.5982,13.7366,20.8995,521.154,Dry
512,1,13.2761,20.7664,507.256,Dry
512.3,1,12.7237,20.5669,479.462,Dry
512.5,1,12.5395,20.5004,559.372,Dry
512.8,6.19939,12.3093,20.3008,611.487,Dry
513,1,12.3093,19.8352,562.846,Dry
513.3,11.3988,12.1712,19.5026,500.308,Dry
513.5,11.3988,12.1251,19.4361,597.59,Dry
513.8,11.3988,12.1712,19.1035,590.641,Dry
514,11.3988,12.2172,18.7709,486.41,Dry
514.3,1,12.3093,18.5714,531.577,Dry
514.5,1,12.3553,18.6379,548.949,Dry
514.8,6.19939,12.6776,18.4384,632.333,Dry
515,1,12.8618,18.4384,667.077,Dry
515.3,21.7975,12.9078,18.5714,639.282,Dry
515.5,11.3988,12.9078,18.8707,486.41,Dry
515.8,6.19939,12.9078,18.904,625.385,Dry
516,11.3988,12.8618,18.904,729.615,Dry
516.3,1,12.8157,19.1035,632.333,Dry
516.5,21.7975,12.7697,19.1035,580.218,Dry
516.8,11.3988,12.8618,19.1035,653.18,Dry
517,6.19939,12.8157,19.3031,590.641,Dry
517.3,21.7975,12.8157,19.3696,597.59,Dry
517.5,1,12.9078,19.2698,625.385,Dry
517.8,1,12.9308,19.2365,625.385,Dry
518,1,13.138,19.3031,542,Dry
518.3,42.5951,13.3682,19.6356,590.641,Dry
518.5,1,13.5064,19.5359,514.205,Dry
518.8,16.5982,13.5984,19.5691,674.026,Dry
519,1,13.6905,19.8352,472.513,Dry
519.3,11.3988,13.6905,19.9682,604.538,Dry
519.5,1,14.1049,19.9017,548.949,Dry
519.8,1,14.1509,20.1013,687.923,Dry
520,6.19939,14.1049,20.4338,444.718,Dry
520.3,1,13.9668,19.9682,548.949,Dry
520.5,11.3988,14.197,19.5359,531.577,Dry
520.8,21.7975,14.4272,19.3031,597.59,Dry
521,11.3988,15.1178,19.2365,646.231,Dry
521.3,11.3988,14.7955,19.3031,569.795,Dry
521.5,1,14.1509,19.6356,597.59,Dry
521.8,11.3988,13.5064,20.5004,708.769,Dry
522,11.3988,13.0459,21.2986,583.692,Dry
522.3,21.7975,12.9539,21.3651,555.897,Dry
522.5,21.7975,13.0459,20.6334,566.32,Dry
522.8,21.7975,13.4603,20.0347,521.154,Dry
523,16.5982,13.9207,19.9017,646.231,Dry
523.3,11.3988,14.0588,19.4361,618.436,Dry
523.5,11.3988,14.243,19.4361,628.859,Dry
523.8,52.9939,14.1049,20.2343,416.923,Dry
524,6.19939,14.289,20.6334,632.333,Dry
524.3,32.1963,14.6574,21.0325,535.051,Dry
524.5,1,14.5192,21.1988,639.282,Dry
524.8,11.3988,14.7494,21.7642,687.923,Dry
525,21.7975,15.2559,21.8972,576.744,Dry
525.3,21.7975,15.6702,21.9637,521.154,Dry
525.5,21.7975,15.9465,22.3628,514.205,Dry
525.8,1,16.3378,22.6954,548.949,Dry
526,11.3988,16.8212,22.4959,583.692,Dry
526.3,1,17.2816,22.2298,583.692,Dry
526.5,32.1963,17.1435,22.6289,646.231,Dry
526.8,21.7975,16.7752,22.895,583.692,Dry
527,1,16.1306,23.3606,708.769,Dry
527.3,21.7975,15.6702,23.9592,555.897,Dry
527.5,21.7975,15.44,24.4248,573.269,Dry
527.8,42.5951,15.5551,24.8572,569.795,Dry
528,11.3988,15.9235,24.957,514.205,Dry
528.3,21.7975,16.6831,24.8239,576.744,Dry
528.5,21.7975,18.1104,25.0235,559.372,Dry
528.8,11.3988,19.6067,25.0235,548.949,Dry
529,52.9939,22.0008,25.4226,542,Dry
529.3,63.3926,22.8525,25.8882,514.205,Dry
529.5,63.3926,23.3129,27.0855,548.949,Dry
529.8,32.1963,23.7503,27.6841,625.385,Dry
530,84.1902,23.6812,27.8837,555.897,Dry
530.3,104.988,23.2208,28.6154,555.897,Dry
530.5,84.1902,22.5302,27.7507,548.949,Dry
530.8,84.1902,22.3,27.4846,625.385,Dry
531,42.5951,21.6094,28.6819,521.154,Dry
531.3,52.9939,19.8599,29.5466,555.897,Dry
531.5,52.9939,18.8931,29.8792,555.897,Dry
531.8,32.1963,19.0772,29.6464,646.231,Dry
532,84.1902,20.1822,29.214,486.41,Dry
532.3,167.38,22.5302,28.8814,542,Dry
532.5,94.589,23.3129,27.4846,535.051,Dry
532.8,52.9939,23.451,27.4181,625.385,Dry
533,32.1963,23.3129,26.9525,576.744,Dry
533.3,94.589,22.8986,26.4868,674.026,Dry
533.5,32.1963,20.8728,26.6199,639.282,Dry
533.8,84.1902,18.6859,26.9192,757.41,Dry
534,32.1963,17.2816,27.019,604.538,Dry
534.3,1,16.6831,26.8859,590.641,Dry
534.5,32.1963,16.4529,26.4868,674.026,Dry
534.8,1,16.1767,25.7552,632.333,Dry
535,21.7975,15.9235,25.223,708.769,Dry
535.3,1,15.4861,24.2253,590.641,Dry
535.5,21.7975,15.5321,23.4936,621.91,Dry
535.8,1,15.5321,22.8284,590.641,Dry
536,11.3988,15.2098,22.0968,583.692,Dry
536.3,11.3988,15.394,21.4981,604.538,Dry
536.5,52.9939,15.1178,21.4316,548.949,Dry
536.8,11.3988,15.0257,21.6311,604.538,Dry
537,32.1963,14.243,21.4316,576.744,Dry
537.3,1,13.3682,21.3651,542,Dry
537.5,1,12.9078,21.6977,569.795,Dry
537.8,1,12.9078,21.4981,482.936,Dry
538,11.3988,12.8618,21.232,583.692,Dry
538.3,1,12.7237,20.966,555.897,Dry
538.5,21.7975,12.6776,21.3651,514.205,Dry
538.8,42.5951,12.7237,21.1655,548.949,Dry
539,11.3988,12.9078,20.4338,444.718,Dry
539.3,6.19939,13.8286,19.3696,562.846,Dry
539.5,11.3988,14.7494,19.1035,472.513,Dry
539.8,104.988,15.9465,19.2698,416.923,Dry
540,21.7975,15.8314,19.3696,493.359,Dry
540.3,1,15.1178,19.4361,632.333,Dry
540.5,11.3988,14.243,21.0325,611.487,Dry
540.8,21.7975,13.5984,21.5314,555.897,Dry
541,21.7975,13.5064,21.5979,500.308,Dry
541.3,11.3988,13.3222,21.2986,514.205,Dry
541.5,32.1963,13.1841,21.2986,403.026,Dry
541.8,1,13.2761,21.099,500.308,Dry
542,1,13.5064,20.9992,423.872,Dry
542.3,21.7975,13.5064,20.7664,604.538,Dry
542.5,1,13.5524,20.966,562.846,Dry
542.8,1,13.6445,21.0325,573.269,Dry
543,1,13.5984,20.9992,548.949,Dry
543.3,6.19939,13.6445,21.0325,604.538,Dry
543.5,21.7975,13.5524,20.8995,528.103,Dry
543.8,1,13.5524,21.0325,521.154,Dry
544,1,13.5524,21.2653,548.949,Dry
544.3,6.19939,13.5524,21.2986,528.103,Dry
544.5,21.7975,14.1049,21.2986,514.205,Dry
544.8,1,15.0717,21.1655,628.859,Dry
545,11.3988,16.2227,21.0658,694.872,Dry
545.3,6.19939,16.7292,21.099,590.641,Dry
545.5,11.3988,16.591,21.1655,500.308,Dry
545.8,1,17.0054,21.4316,521.154,Dry
546,42.5951,18.0183,21.7642,614.962,Dry
546.3,68.592,19.2614,22.1633,611.487,Dry
546.5,32.1963,18.9851,21.8307,653.18,Dry
546.8,21.7975,18.7089,21.9637,493.359,Dry
547,84.1902,18.2024,22.6621,569.795,Dry
547.3,11.3988,17.3507,22.895,528.103,Dry
547.5,11.3988,17.1896,22.895,583.692,Dry
547.8,1,16.1767,23.0945,555.897,Dry
548,21.7975,14.9796,23.7264,826.897,Dry
548.3,11.3988,14.8415,23.8927,569.795,Dry
548.5,16.5982,15.3019,23.4936,590.641,Dry
548.8,11.3988,15.9925,22.8284,590.641,Dry
549,32.1963,16.7292,22.5624,514.205,Dry
549.3,42.5951,17.9032,22.2298,465.564,Dry
549.5,89.3896,19.4916,22.0968,444.718,Dry
549.8,11.3988,20.4584,22.0302,528.103,Dry
550,21.7975,19.952,22.6289,455.141,Dry
550.3,52.9939,19.3074,23.1943,535.051,Dry
550.5,26.9969,18.7319,23.6266,500.308,Dry
550.8,94.589,18.3406,23.0945,493.359,Dry
551,21.7975,18.1564,22.6289,614.962,Dry
551.3,32.1963,17.9262,22.6289,639.282,Dry
551.5,26.9969,17.0054,22.4959,694.872,Dry
551.8,11.3988,16.3148,22.4959,451.667,Dry
552,11.3988,15.5321,22.1633,555.897,Dry
552.3,11.3988,15.0257,21.4981,590.641,Dry
552.5,1,14.7955,21.232,625.385,Dry
552.8,1,13.9207,21.1655,472.513,Dry
553,21.7975,12.5395,20.7664,583.692,Dry
553.3,11.3988,12.3553,20.6001,590.641,Dry
553.5,1,12.8848,20.5669,604.538,Dry
553.8,21.7975,13.9207,20.5669,611.487,Dry
554,1,14.3351,20.4338,587.167,Dry
554.3,1,14.4732,20.7997,555.897,Dry
554.5,1,14.5423,21.0325,632.333,Dry
554.8,1,14.6574,21.099,757.41,Dry
555,1,14.6113,21.232,694.872,Dry
555.3,26.9969,14.5653,21.232,701.82,Dry
555.5,1,14.5192,21.099,611.487,Dry
555.8,1,14.4732,21.099,715.718,Dry
556,1,14.4272,21.0658,562.846,Dry
556.3,21.7975,14.3121,20.966,667.077,Dry
556.5,1,14.197,20.6999,625.385,Dry
556.8,1,14.1049,20.5336,601.064,Dry
557,1,14.1509,20.5669,639.282,Dry
557.3,1,14.1049,20.3673,639.282,Dry
557.5,6.19939,14.0128,20.2343,597.59,Dry
557.8,11.3988,13.8286,20.4338,653.18,Dry
558,1,13.6215,20.6001,590.641,Dry
558.3,1,13.5524,20.4338,611.487,Dry
558.5,6.19939,13.6445,20.3673,507.256,Dry
558.8,21.7975,13.5984,20.1013,500.308,Dry
559,1,13.7366,20.2676,583.692,Dry
559.3,1,13.6445,20.3008,590.641,Dry
559.5,21.7975,13.5984,20.4338,444.718,Dry
